elo_rank,name,player_url,age,elo_rating,hard_elo_rank,hard_elo,clay_elo_rank,clay_elo,grass_elo_rank,grass_elo,peak_elo,peak_month,atp_rank,log_diff,fetch_time,wta_rank,tour
273,Ana Konjuh,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnaKonjuh,27.4,1473.0,241,1476.2,260,1429.5,199,1461.3,1911.8,2017-02,,-0.74,2025-11-10T15:01:35.282052,573.0,WTA
274,Noma Noha Akugue,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NomaNohaAkugue,21.8,1472.2,288,1412.9,268,1423.6,354,1357.6,1668.1,2023-08,,-0.11,2025-11-10T15:01:35.282233,306.0,WTA
275,Eva Vedder,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EvaVedder,25.9,1471.4,242,1475.5,274,1417.5,249,1421.2,1577.5,2025-08,,0.16,2025-11-10T15:01:35.282410,235.0,WTA
276,Mariia Tkacheva,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariiaTkacheva,23.2,1469.0,234,1481.7,377,1312.1,265,1409.5,1595.2,2024-11,,-0.29,2025-11-10T15:01:35.282584,369.0,WTA
277,Sijia Wei,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SijiaWei,21.8,1468.4,220,1497.0,382,1309.1,313,1383.6,1762.6,2025-01,,0.22,2025-11-10T15:01:35.282766,223.0,WTA
278,Ane Mintegi Del Olmo,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AneMintegiDelOlmo,21.8,1467.7,284,1416.9,252,1433.2,268,1408.9,1542.7,2025-06,,-0.29,2025-11-10T15:01:35.282955,370.0,WTA
279,Marina Bassols Ribera,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MarinaBassolsRibera,25.8,1467.1,256,1451.0,251,1433.2,254,1417.6,1675.3,2024-01,,0.06,2025-11-10T15:01:35.283129,263.0,WTA
280,Aliona Falei,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlionaFalei,21.5,1466.9,264,1442.9,287,1407.6,266,1409.2,1644.3,2024-04,,-0.19,2025-11-10T15:01:35.283302,340.0,WTA
281,Kristina Mladenovic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KristinaMladenovic,31.7,1465.7,258,1449.8,280,1410.1,226,1439.6,1989.5,2017-05,,-0.81,2025-11-10T15:01:35.283481,634.0,WTA
282,Ariana Geerlings,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ArianaGeerlings,19.9,1465.7,366,1335.9,262,1427.6,269,1407.8,1485.3,2025-07,,-0.16,2025-11-10T15:01:35.283655,331.0,WTA
283,Tessah Andrianjafitrimo,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TessahAndrianjafitrimo,27.0,1465.4,271,1431.0,258,1430.4,328,1376.0,1550.6,2024-09,,0.04,2025-11-10T15:01:35.283829,271.0,WTA
284,Mia Ristic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MiaRistic,19.4,1462.9,337,1365.1,264,1425.7,271,1406.5,1662.1,2023-11,,0.03,2025-11-10T15:01:35.284008,275.0,WTA
285,Leyre Romero Gormaz,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LeyreRomeroGormaz,23.5,1459.7,268,1435.1,267,1424.4,329,1375.3,1656.1,2024-06,,0.73,2025-11-10T15:01:35.284181,138.0,WTA
286,Laura Pigossi,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LauraPigossi,31.2,1457.8,265,1441.4,271,1419.9,386,1340.1,1607.5,2024-06,,0.39,2025-11-10T15:01:35.284355,193.0,WTA
287,Valentina Ryser,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ValentinaRyser,24.5,1457.8,298,1399.8,416,1286.3,157,1505.2,1638.5,2025-06,,0.05,2025-11-10T15:01:35.284538,274.0,WTA
288,Katherine Sebov,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KatherineSebov,26.8,1457.7,262,1446.3,311,1380.5,299,1389.0,1701.7,2023-04,,0.07,2025-11-10T15:01:35.284804,268.0,WTA
289,Berfu Cengiz,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BerfuCengiz,26.0,1457.6,285,1416.3,245,1438.5,311,1384.1,1611.7,2024-06,,-0.4,2025-11-10T15:01:35.285171,431.0,WTA
290,Kayla Cross,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KaylaCross,20.6,1456.6,263,1443.8,347,1338.4,435,1316.5,1493.7,2025-03,,0.19,2025-11-10T15:01:35.285552,241.0,WTA
291,Caroline Uebelhoer,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarolineUebelhoer,29.5,1456.2,320,1378.6,239,1443.6,277,1403.1,1519.2,2025-04,,0.12,2025-11-10T15:01:35.285763,258.0,WTA
292,Yuriko Miyazaki,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YurikoMiyazaki,29.9,1455.5,275,1426.1,410,1290.1,258,1414.1,1629.1,2023-01,,0.13,2025-11-10T15:01:35.285944,256.0,WTA
293,Katarina Zavatska,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KatarinaZavatska,25.6,1454.2,310,1388.7,246,1437.8,300,1388.9,1720.0,2019-11,,-0.21,2025-11-10T15:01:35.286190,360.0,WTA
294,Selena Janicijevic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SelenaJanicijevic,23.2,1452.9,280,1419.1,279,1411.2,251,1420.2,1576.3,2024-07,,0.24,2025-11-10T15:01:35.286399,232.0,WTA
295,Mai Hontama,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MaiHontama,26.1,1452.1,277,1424.1,283,1408.7,335,1372.2,1687.6,2024-03,,0.13,2025-11-10T15:01:35.286578,260.0,WTA
296,Irene Burillo Escorihuela,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IreneBurilloEscorihuela,28.2,1449.8,329,1370.4,250,1435.8,341,1367.4,1537.0,2024-06,,0.19,2025-11-10T15:01:35.286757,245.0,WTA
297,Jazmin Ortenzi,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JazminOrtenzi,23.9,1449.8,351,1358.2,248,1436.9,336,1371.5,1500.9,2025-05,,0.32,2025-11-10T15:01:35.286933,216.0,WTA
298,Jesika Maleckova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JesikaMaleckova,30.9,1448.6,316,1384.2,266,1425.1,361,1353.6,1571.1,2016-06,,-0.84,2025-11-10T15:01:35.287108,689.0,WTA
299,Emeline Dartron,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EmelineDartron,25.1,1447.4,282,1418.1,289,1405.1,281,1398.7,1525.5,2025-04,,-0.3,2025-11-10T15:01:35.287285,404.0,WTA
300,Hina Inoue,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HinaInoue,22.4,1445.9,276,1425.3,438,1266.7,290,1392.6,1550.8,2024-10,,0.19,2025-11-10T15:01:35.287458,248.0,WTA
301,Ayla Aksu,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AylaAksu,29.2,1445.1,279,1419.4,315,1373.1,283,1397.6,1516.1,2017-08,,-0.29,2025-11-10T15:01:35.287643,403.0,WTA
302,Despina Papamichail,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DespinaPapamichail,32.7,1444.2,311,1387.7,277,1415.5,247,1422.5,1551.5,2022-10,,0.56,2025-11-10T15:01:35.287867,172.0,WTA
303,Julia Avdeeva,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JuliaAvdeeva,23.3,1440.4,287,1413.1,275,1416.8,334,1372.5,1654.7,2024-02,,0.05,2025-11-10T15:01:35.288054,289.0,WTA
304,Mathilde Lollia,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MathildeLollia,25.3,1439.8,396,1306.2,272,1418.0,288,1394.9,1472.7,2025-09,,-0.28,2025-11-10T15:01:35.288232,401.0,WTA
305,Ylena In Albon,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YlenaInAlbon,26.5,1438.8,352,1357.0,285,1408.3,310,1385.0,1591.7,2022-05,,0.08,2025-11-10T15:01:35.288413,281.0,WTA
306,Amarni Banks,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AmarniBanks,23.0,1438.7,286,1414.5,373,1314.5,287,1395.8,1555.1,2024-01,,0.0,2025-11-10T15:01:35.288591,305.0,WTA
307,Patricia Maria Tig,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PatriciaMariaTig,31.0,1435.9,299,1398.6,261,1429.1,413,1328.7,1730.1,2020-09,,-0.13,2025-11-10T15:01:35.288771,348.0,WTA
308,Kathinka Von Deichmann,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KathinkaVonDeichmann,31.4,1433.9,292,1409.7,286,1408.1,338,1370.9,1625.3,2022-05,,0.34,2025-11-10T15:01:35.288949,220.0,WTA
309,Yuliya Hatouka,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YuliyaHatouka,25.1,1433.2,309,1389.1,256,1430.9,363,1353.2,1597.0,2023-05,,-0.78,2025-11-10T15:01:35.289131,674.0,WTA
310,Daria Kudashova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DariaKudashova,22.4,1432.0,295,1407.7,310,1381.0,294,1391.0,1560.3,2024-11,,-0.54,2025-11-10T15:01:35.289321,534.0,WTA
311,Matilde Jorge,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MatildeJorge,21.5,1431.9,283,1417.7,349,1335.2,295,1391.0,1519.0,2025-06,,0.2,2025-11-10T15:01:35.289506,255.0,WTA
312,Ranah Akua Stoiber,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RanahAkuaStoiber,20.4,1425.9,324,1376.2,381,1309.3,374,1347.4,1450.1,2025-08,,-0.42,2025-11-10T15:01:35.289693,474.0,WTA
313,Barbora Palicova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BarboraPalicova,21.6,1425.5,318,1383.2,278,1412.9,292,1391.5,1672.5,2022-11,,0.28,2025-11-10T15:01:35.289870,236.0,WTA
314,Zhibek Kulambayeva,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ZhibekKulambayeva,25.4,1425.2,435,1278.3,265,1425.3,302,1387.6,1439.7,2025-09,,-0.06,2025-11-10T15:01:35.290047,332.0,WTA
315,Justina Mikulskyte,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JustinaMikulskyte,29.6,1425.1,302,1396.9,270,1420.2,408,1331.3,1527.5,2022-05,,0.37,2025-11-10T15:01:35.290220,217.0,WTA
316,Ana Sofia Sanchez,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnaSofiaSanchez,31.5,1424.7,308,1389.9,299,1388.6,304,1387.4,1487.1,2025-07,,0.57,2025-11-10T15:01:35.290406,179.0,WTA
317,En Shuo Liang,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EnShuoLiang,24.9,1423.6,274,1428.7,393,1303.2,234,1431.9,1621.7,2019-05,,-0.08,2025-11-10T15:01:35.290580,345.0,WTA
318,Tiphanie Fiquet,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TiphanieFiquet,25.4,1423.3,303,1394.4,316,1372.9,305,1386.6,1449.7,2025-10,,-0.06,2025-11-10T15:01:35.290758,339.0,WTA
319,Alicia Herrero Linana,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AliciaHerreroLinana,26.8,1422.8,378,1317.6,273,1418.0,306,1386.4,1452.1,2025-10,,0.01,2025-11-10T15:01:35.290932,316.0,WTA
320,Irina Bara,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IrinaBara,30.3,1422.1,358,1350.6,293,1399.6,431,1317.8,1670.0,2020-09,,-0.04,2025-11-10T15:01:35.291108,334.0,WTA
321,Carol Zhao,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarolZhao,30.2,1420.4,294,1408.5,355,1327.4,256,1417.3,1576.7,2017-11,,0.11,2025-11-10T15:01:35.291287,288.0,WTA
322,Akasha Urhobo,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AkashaUrhobo,18.6,1420.4,348,1361.1,296,1389.8,308,1385.2,1525.6,2024-06,,-0.29,2025-11-10T15:01:35.291466,432.0,WTA
323,Lisa Pigato,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LisaPigato,22.2,1420.2,267,1436.8,300,1388.4,221,1443.7,1620.8,2021-05,,0.07,2025-11-10T15:01:35.291638,302.0,WTA
324,Su Jeong Jang,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SuJeongJang,30.5,1420.2,305,1391.9,254,1432.3,367,1351.6,1643.8,2017-05,,-0.64,2025-11-10T15:01:35.291812,613.0,WTA
325,Amandine Hesse,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AmandineHesse,32.7,1420.2,314,1386.6,320,1369.6,416,1326.6,1573.3,2015-09,,0.04,2025-11-10T15:01:35.291984,313.0,WTA
326,Sara Saito,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SaraSaito,19.0,1418.5,259,1449.2,302,1387.2,450,1306.7,1664.6,2024-07,,0.27,2025-11-10T15:01:35.292157,250.0,WTA
327,Angela Fita Boluda,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AngelaFitaBoluda,26.2,1417.4,393,1308.5,294,1393.7,312,1383.7,1561.8,2024-09,,0.18,2025-11-10T15:01:35.292330,272.0,WTA
328,Maaya Rajeshwaran Revathi,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MaayaRajeshwaranRevathi,16.3,1416.8,304,1392.9,364,1323.4,314,1383.4,1631.1,2025-02,,-0.7,2025-11-10T15:01:35.292503,660.0,WTA
329,Anastasiya Soboleva,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiyaSoboleva,21.4,1416.7,363,1345.9,282,1409.1,382,1344.5,1571.2,2025-05,,0.19,2025-11-10T15:01:35.292677,273.0,WTA
330,Francesca Curmi,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FrancescaCurmi,23.3,1416.1,291,1410.3,305,1384.0,315,1383.1,1502.4,2025-03,,0.02,2025-11-10T15:01:35.292853,322.0,WTA
331,Mei Yamaguchi,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MeiYamaguchi,26.3,1415.4,297,1405.1,398,1299.3,352,1360.0,1544.4,2025-02,,0.25,2025-11-10T15:01:35.293033,259.0,WTA
332,Alevtina Ibragimova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlevtinaIbragimova,20.7,1415.2,355,1352.0,291,1403.4,316,1382.6,1549.1,2024-09,,-0.18,2025-11-10T15:01:35.293207,398.0,WTA
333,Isabella Shinikova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IsabellaShinikova,33.9,1413.6,269,1432.7,425,1278.4,458,1304.7,1640.8,2019-10,,-0.01,2025-11-10T15:01:35.293379,336.0,WTA
334,Amandine Monnot,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AmandineMonnot,23.6,1412.8,313,1386.8,340,1346.9,321,1381.4,1445.3,2025-10,,-0.25,2025-11-10T15:01:35.293551,429.0,WTA
335,Ikumi Yamazaki,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IkumiYamazaki,24.1,1412.8,391,1310.0,227,1462.6,320,1381.4,1493.3,2025-08,,-0.12,2025-11-10T15:01:35.293724,376.0,WTA
336,Robin Anderson,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RobinAnderson,32.3,1410.7,319,1383.0,301,1388.4,358,1355.0,1641.1,2019-10,,-0.29,2025-11-10T15:01:35.293900,448.0,WTA
337,Darya Astakhova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DaryaAstakhova,23.7,1410.7,379,1316.0,236,1445.9,372,1348.2,1642.7,2022-09,,-0.39,2025-11-10T15:01:35.294073,499.0,WTA
338,Gabriela Lee,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GabrielaLee,30.1,1406.5,419,1291.9,284,1408.7,442,1310.9,1608.8,2022-05,,0.15,2025-11-10T15:01:35.294246,292.0,WTA
339,Sahaja Yamalapalli,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SahajaYamalapalli,24.9,1406.0,328,1371.1,419,1283.9,301,1387.8,1431.2,2024-12,,0.09,2025-11-10T15:01:35.294421,309.0,WTA
340,Anna Sinclair Rogers,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaSinclairRogers,27.6,1405.6,326,1372.6,360,1325.6,297,1389.6,1432.3,2024-11,,0.3,2025-11-10T15:01:35.294596,251.0,WTA
341,Elvina Kalieva,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElvinaKalieva,22.2,1404.9,336,1365.8,304,1385.2,398,1335.1,1596.2,2022-01,,0.51,2025-11-10T15:01:35.294769,204.0,WTA
342,Whitney Osuigwe,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=WhitneyOsuigwe,23.5,1403.7,331,1369.8,290,1404.0,453,1305.8,1799.0,2019-05,,0.89,2025-11-10T15:01:35.295057,140.0,WTA
343,Astrid Lew Yan Foon,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AstridLewYanFoon,20.1,1403.5,342,1362.3,323,1366.0,326,1376.8,1438.9,2024-04,,-0.04,2025-11-10T15:01:35.295241,356.0,WTA
344,Xiaodi You,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=XiaodiYou,29.4,1402.6,317,1383.7,348,1335.3,427,1320.0,1517.7,2017-11,,0.19,2025-11-10T15:01:35.295416,285.0,WTA
345,Anastasia Zolotareva,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaZolotareva,23.7,1402.4,327,1372.4,325,1364.5,327,1376.2,1423.8,2025-10,,0.05,2025-11-10T15:01:35.295598,327.0,WTA
346,Taylah Preston,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TaylahPreston,19.7,1399.9,281,1418.8,386,1308.3,407,1331.4,1747.0,2024-03,,0.46,2025-11-10T15:01:35.295772,219.0,WTA
347,Raluka Serban,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RalukaSerban,28.3,1398.8,343,1362.2,306,1382.9,317,1382.3,1648.9,2022-04,,0.35,2025-11-10T15:01:35.295945,244.0,WTA
348,Stacey Fung,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=StaceyFung,28.1,1397.7,315,1385.6,395,1301.7,331,1373.9,1474.2,2024-11,,-0.57,2025-11-10T15:01:35.296120,614.0,WTA
349,Aneta Kladivova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnetaKladivova,25.3,1397.4,399,1304.5,303,1386.3,332,1373.7,1498.6,2024-08,,-0.22,2025-11-10T15:01:35.296293,433.0,WTA
350,Nastasja Schunk,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=NastasjaSchunk,22.0,1396.2,346,1361.7,326,1364.2,236,1428.8,1675.1,2022-05,,0.13,2025-11-10T15:01:35.296465,307.0,WTA
351,Lea Boskovic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LeaBoskovic,26.0,1395.3,321,1378.3,324,1364.8,270,1407.5,1591.8,2024-08,,0.12,2025-11-10T15:01:35.296637,311.0,WTA
352,Priska Madelyn Nugroho,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PriskaMadelynNugroho,22.4,1392.5,325,1373.2,312,1377.4,217,1446.2,1559.9,2020-03,,0.21,2025-11-10T15:01:35.296814,284.0,WTA
353,Margaux Rouvroy,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MargauxRouvroy,24.5,1392.2,349,1360.2,334,1355.9,337,1371.1,1545.4,2023-05,,0.06,2025-11-10T15:01:35.296991,333.0,WTA
354,Lea Ma,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LeaMa,24.6,1391.8,330,1369.9,362,1324.3,371,1348.3,1435.9,2025-09,,0.05,2025-11-10T15:01:35.297167,338.0,WTA
355,Tina Nadine Smith,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TinaNadineSmith,23.3,1391.7,312,1387.4,332,1358.3,339,1370.8,1532.3,2025-02,,0.11,2025-11-10T15:01:35.297341,318.0,WTA
356,Shrivalli Rashmikaa Bhamidipaty,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ShrivalliRashmikaaBhamidipaty,23.8,1390.4,335,1366.5,380,1310.2,340,1370.2,1490.2,2024-02,,-0.07,2025-11-10T15:01:35.297516,381.0,WTA
357,Saki Imamura,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SakiImamura,23.4,1388.3,334,1368.5,383,1309.1,350,1361.1,1427.6,2025-10,,0.02,2025-11-10T15:01:35.297692,351.0,WTA
358,Anna Siskova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaSiskova,24.2,1385.5,420,1290.5,297,1389.0,467,1295.0,1506.7,2025-07,,0.25,2025-11-10T15:01:35.297866,280.0,WTA
359,Anastasia Abbagnato,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaAbbagnato,21.9,1383.7,389,1310.6,308,1381.3,342,1366.8,1447.4,2025-10,,-0.14,2025-11-10T15:01:35.298041,411.0,WTA
360,Gabriela Ce,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GabrielaCe,32.6,1383.0,418,1292.5,338,1350.1,387,1339.6,1517.0,2022-05,,0.1,2025-11-10T15:01:35.298215,325.0,WTA
361,Antonia Vergara Rivera,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AntoniaVergaraRivera,18.9,1381.4,397,1305.7,318,1370.5,343,1365.7,1395.9,2025-11,,-0.09,2025-11-10T15:01:35.298391,396.0,WTA
362,Vaidehi Chaudhari,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VaidehiChaudhari,25.0,1380.0,339,1363.5,244,1440.0,225,1440.0,1459.1,2024-01,,-0.38,2025-11-10T15:01:35.298563,527.0,WTA
363,Sada Nahimana,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SadaNahimana,24.4,1378.8,408,1299.1,307,1381.8,345,1364.4,1554.7,2025-05,,0.44,2025-11-10T15:01:35.298736,234.0,WTA
364,Tatiana Pieri,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TatianaPieri,26.5,1377.1,388,1311.3,336,1354.5,346,1363.6,1415.2,2025-09,,0.03,2025-11-10T15:01:35.298911,353.0,WTA
365,Cagla Buyukakcay,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CaglaBuyukakcay,36.0,1376.9,340,1363.4,335,1355.7,502,1252.8,1727.7,2016-05,,0.15,2025-11-10T15:01:35.299088,314.0,WTA
366,Angelina Voloshchuk,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AngelinaVoloshchuk,18.4,1375.2,353,1355.3,409,1290.3,347,1362.6,1410.9,2025-09,,-0.25,2025-11-10T15:01:35.299262,470.0,WTA
367,Yidi Yang,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YidiYang,25.8,1374.8,357,1350.7,356,1327.3,348,1362.4,1400.4,2025-09,,-0.01,2025-11-10T15:01:35.299440,371.0,WTA
368,Alessandra Mazzola,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlessandraMazzola,25.7,1372.5,403,1301.3,330,1359.8,349,1361.3,1514.5,2025-07,,-0.34,2025-11-10T15:01:35.299623,517.0,WTA
369,Ena Koike,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EnaKoike,18.9,1371.7,364,1345.2,417,1285.1,351,1360.9,1385.2,2025-06,,-0.42,2025-11-10T15:01:35.299800,561.0,WTA
370,Vendula Valdmannova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VendulaValdmannova,17.6,1369.2,338,1364.1,451,1252.3,353,1359.6,1387.7,2025-08,,0.08,2025-11-10T15:01:35.299975,343.0,WTA
371,Fangzhou Liu,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FangzhouLiu,29.7,1366.8,344,1362.0,475,1219.5,430,1318.2,1650.7,2015-03,,-0.24,2025-11-10T15:01:35.300147,472.0,WTA
372,Usue Maitane Arconada,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=UsueMaitaneArconada,26.9,1366.7,354,1354.9,427,1276.8,383,1344.4,1669.8,2019-09,,-0.52,2025-11-10T15:01:35.300319,624.0,WTA
373,Maria Sara Popa,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaSaraPopa,20.1,1363.7,459,1249.4,329,1361.5,355,1356.8,1461.0,2023-09,,-0.41,2025-11-10T15:01:35.300502,560.0,WTA
374,Hanna Chang,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HannaChang,27.6,1363.0,383,1314.6,309,1381.2,446,1308.4,1505.5,2025-04,,0.36,2025-11-10T15:01:35.300675,262.0,WTA
375,Karina Miller,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KarinaMiller,23.0,1362.4,341,1363.3,436,1267.5,356,1356.2,1486.9,2024-11,,-0.26,2025-11-10T15:01:35.300849,484.0,WTA
376,Federica Urgesi,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FedericaUrgesi,20.6,1361.1,416,1294.5,339,1349.0,357,1355.5,1392.2,2025-09,,-0.08,2025-11-10T15:01:35.301022,407.0,WTA
377,Jia Jing Lu,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JiaJingLu,35.9,1359.9,368,1333.2,363,1323.5,494,1270.5,1530.1,2021-01,,0.06,2025-11-10T15:01:35.301196,354.0,WTA
378,Malaika Rapolu,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MalaikaRapolu,22.5,1359.1,360,1346.9,402,1297.0,359,1354.5,1526.4,2024-11,,-0.05,2025-11-10T15:01:35.301369,397.0,WTA
379,Haley Giavara,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HaleyGiavara,25.0,1358.5,371,1326.4,430,1269.8,344,1364.5,1423.4,2023-07,,0.01,2025-11-10T15:01:35.301696,375.0,WTA
380,Martyna Kubka,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MartynaKubka,24.5,1357.7,367,1334.4,384,1308.7,360,1353.8,1442.8,2025-03,,0.06,2025-11-10T15:01:35.302100,359.0,WTA
381,Sohyun Park,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SohyunPark,23.2,1357.4,333,1369.1,368,1317.4,238,1428.7,1536.6,2019-09,,0.23,2025-11-10T15:01:35.302357,303.0,WTA
382,Haruka Kaji,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HarukaKaji,31.0,1357.3,345,1361.8,392,1304.8,293,1391.2,1517.5,2025-03,,0.36,2025-11-10T15:01:35.302539,267.0,WTA
383,Victoria Rodriguez,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VictoriaRodriguez,30.5,1357.1,365,1344.3,422,1279.8,362,1353.5,1470.7,2015-10,,0.03,2025-11-10T15:01:35.302716,372.0,WTA
384,Laura Mair,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LauraMair,22.7,1355.8,444,1268.7,337,1351.2,364,1352.9,1424.3,2025-10,,-0.42,2025-11-10T15:01:35.302893,584.0,WTA
385,Oana Georgeta Simion,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=OanaGeorgetaSimion,29.5,1355.4,417,1292.7,346,1338.4,365,1352.7,1392.5,2025-06,,-0.22,2025-11-10T15:01:35.303105,479.0,WTA
